mpi_proc,omp_threads,time
1,1,197.941335
1,1,198.073569
1,1,198.080782
1,1,198.148822
1,1,198.470729
1,2,99.431979
1,2,99.371597
1,2,99.364074
1,2,99.482363
1,2,99.555586
1,3,66.417115
1,3,66.461214
1,3,66.449291
1,3,66.422488
1,3,66.410685
1,4,49.850763
1,4,49.861146
1,4,49.938862
1,4,49.907731
1,4,49.902590
1,5,39.937470
1,5,39.997178
1,5,39.987158
1,5,39.941038
1,5,39.901502
1,5,39.981749
1,5,40.088699
1,5,39.922337
1,5,39.989154
1,5,39.973117
1,6,33.390378
1,6,33.449571
1,6,33.419944
1,6,33.408790
1,6,33.365206
1,6,33.403070
1,6,33.407342
1,6,33.383072
1,6,33.430089
1,6,33.417567
1,7,28.643347
1,7,28.581738
1,7,28.553484
1,7,28.544375
1,7,28.548170
1,7,28.545777
1,7,28.552710
1,7,28.543955
1,7,28.548784
1,7,28.577526
1,8,25.007060
1,8,25.030296
1,8,25.019733
1,8,25.022561
1,8,25.027847
1,8,25.030361
1,8,25.054898
1,8,25.060802
1,8,25.047385
1,8,25.019598
1,9,22.253351
1,9,22.313681
1,9,22.330577
1,9,22.299178
1,9,22.301419
1,9,22.299373
1,9,22.270455
1,9,22.314480
1,9,22.259475
1,9,22.301314
1,10,20.040820
1,10,20.103093
1,10,20.106140
1,10,20.058275
1,10,20.091889
1,10,20.089741
1,10,20.058741
1,10,20.105214
1,10,23.496390
1,10,23.270755
1,11,18.238415
1,11,18.271648
1,11,18.301632
1,11,18.308190
1,11,18.254967
1,11,18.299408
1,11,18.302085
1,11,18.306586
1,11,18.256104
1,11,18.298852
1,12,17.326926
1,12,17.225219
1,12,17.278495
1,12,20.564661
1,12,20.401512
1,12,17.214396
1,12,20.786197
1,12,17.119393
1,12,20.467080
1,12,17.153079
