mpi_proc,omp_threads,time
3,1,16.782475
3,1,16.588057
3,1,16.740738
3,1,16.569060
3,1,16.750967
3,2,8.513037
3,2,8.498993
3,2,8.636401
3,2,8.517151
3,2,8.504297
3,3,5.808234
3,3,5.776508
3,3,5.785117
3,3,5.767773
3,3,5.801198
3,4,4.390333
3,4,4.374661
3,4,4.362506
3,4,4.365411
3,4,4.372416
3,5,3.684210
3,5,3.603049
3,5,3.525836
3,5,3.505049
3,5,3.763134
3,6,2.952082
3,6,2.953747
3,6,2.964413
3,6,3.076452
3,6,3.070459
3,7,2.550772
3,7,2.679189
3,7,2.555962
3,7,2.555397
3,7,2.559269
3,8,2.289629
3,8,2.274144
3,8,2.271899
3,8,2.273793
3,8,2.275004
3,10,1.827604
3,10,1.841450
3,10,2.030422
3,10,1.819926
3,10,1.961222
3,10,1.835070
3,10,1.884206
3,10,1.826226
3,10,1.877921
3,10,1.986826
3,12,1.546944
3,12,1.563118
3,12,1.719262
3,12,1.808841
3,12,1.556267
3,12,1.728109
3,12,1.598434
3,12,1.835215
3,12,1.548822
3,12,1.542134
3,14,1.345847
3,14,1.405742
3,14,1.398019
3,14,1.344226
3,14,1.421190
3,14,1.370630
3,14,1.459279
3,14,1.367843
3,14,1.347345
3,14,1.438950
3,16,1.202282
3,16,1.474055
3,16,1.319228
3,16,1.258157
3,16,1.309431
3,16,1.342100
3,16,1.204603
3,16,1.276384
3,16,1.308826
3,16,1.190891
3,18,1.103553
3,18,1.081988
3,18,1.108601
3,18,1.088027
3,18,1.083211
3,18,1.213883
3,18,1.155819
3,18,1.088253
3,18,1.091409
3,18,1.113109
3,20,1.189222
3,20,1.074936
3,20,1.225532
3,20,0.988298
3,20,1.006961
3,20,0.994618
3,20,1.011559
3,20,1.004585
3,20,1.016689
3,20,1.029163
3,22,1.133624
3,22,0.929965
3,22,1.072260
3,22,0.964117
3,22,0.908360
3,22,0.913615
3,22,1.005882
3,22,0.906347
3,22,0.963436
3,22,1.125512
3,24,0.837521
3,24,0.960246
3,24,0.892496
3,24,1.041143
3,24,1.005417
3,24,0.860121
3,24,0.865126
3,24,0.865867
3,24,1.069533
3,24,1.003671
3,26,0.840576
3,26,0.795187
3,26,0.786542
3,26,0.927338
3,26,0.894060
3,26,0.796026
3,26,0.802232
3,26,0.951566
3,26,0.799825
3,26,0.994951
3,28,0.826712
3,28,0.851483
3,28,0.755420
3,28,0.758488
3,28,0.752751
3,28,0.848178
3,28,0.896663
3,28,0.825718
3,28,0.742227
3,28,0.794564
3,30,0.712418
3,30,0.813588
3,30,0.737688
3,30,0.713562
3,30,0.816899
3,30,0.718803
3,30,0.745961
3,30,0.882256
3,30,0.782271
3,30,0.738200
3,32,0.688241
3,32,0.676441
3,32,0.736497
3,32,0.741888
3,32,0.770156
3,32,0.701159
3,32,0.672728
3,32,0.675042
3,32,0.802528
3,32,0.802365
3,34,0.636921
3,34,0.634774
3,34,0.734608
3,34,0.650977
3,34,0.721934
3,34,0.926399
3,34,0.629782
3,34,0.638017
3,34,0.810402
3,34,0.772497
3,36,0.608264
3,36,0.610294
3,36,0.608493
3,36,0.675889
3,36,0.651609
3,36,0.602277
3,36,0.609177
3,36,0.716156
3,36,0.605248
3,36,0.816820
3,38,0.588304
3,38,0.600311
3,38,0.718866
3,38,0.590969
3,38,0.593064
3,38,0.693822
3,38,0.652875
3,38,0.682560
3,38,0.744889
3,38,0.584181
3,40,0.669704
3,40,0.573499
3,40,0.577514
3,40,0.575065
3,40,0.559507
3,40,0.556495
3,40,0.564571
3,40,0.616729
3,40,0.564564
3,40,0.557667
3,42,0.542898
3,42,0.540212
3,42,0.539208
3,42,0.555993
3,42,0.542135
3,42,0.542647
3,42,0.592909
3,42,0.717172
3,42,0.539592
3,42,0.695146
3,44,0.561067
3,44,0.590104
3,44,0.624630
3,44,0.586085
3,44,0.522695
3,44,0.758164
3,44,0.541879
3,44,0.522897
