mpi_proc,omp_threads,time
1,1,218.812458
1,1,218.654688
1,1,218.730510
1,1,218.865771
1,1,218.759382
1,2,111.684244
1,2,112.205488
1,2,111.926267
1,2,111.919573
1,2,111.996957
1,3,74.823425
1,3,74.757859
1,3,74.846148
1,3,74.762151
1,3,74.822062
1,4,56.519096
1,4,56.502193
1,4,56.474239
1,4,56.589508
1,4,56.580547
1,5,45.513296
1,5,45.298825
1,5,45.470067
1,5,45.473560
1,5,45.344895
1,6,37.976198
1,6,37.961676
1,6,38.140043
1,6,38.018110
1,6,37.990096
1,7,32.730255
1,7,32.923950
1,7,32.887208
1,7,33.013368
1,7,32.783173
1,8,28.963559
1,8,29.104402
1,8,28.893873
1,8,28.716546
1,8,28.860207
1,10,23.001777
1,10,22.859786
1,10,22.844180
1,10,22.923906
1,10,22.946129
1,10,22.955384
1,10,22.892700
1,10,22.895792
1,10,22.863376
1,10,22.878361
1,12,19.333036
1,12,19.370598
1,12,19.368115
1,12,19.213685
1,12,19.195226
1,12,19.188564
1,12,19.187593
1,12,19.165182
1,12,19.190860
1,12,19.182651
1,14,16.463598
1,14,16.582304
1,14,16.625363
1,14,16.557264
1,14,16.563666
1,14,16.561844
1,14,16.544317
1,14,16.771356
1,14,16.608501
1,14,16.527075
1,16,14.528255
1,16,14.866320
1,16,14.613310
1,16,14.935309
1,16,15.075817
1,16,14.590023
1,16,15.215193
1,16,14.566170
1,16,14.896338
1,16,14.587814
1,18,13.369792
1,18,13.068556
1,18,13.158385
1,18,13.573883
1,18,13.023326
1,18,13.058723
1,18,13.190273
1,18,13.630226
1,18,13.081216
1,18,13.036280
1,20,11.887414
1,20,11.831145
1,20,11.805040
1,20,12.117523
1,20,11.788473
1,20,11.813850
1,20,12.387818
1,20,11.801305
1,20,11.798986
1,20,12.420869
1,22,10.719706
1,22,10.790912
1,22,11.126139
1,22,11.248846
1,22,10.925747
1,22,11.271373
1,22,11.044242
1,22,10.784452
1,22,11.463948
1,22,10.789537
1,24,9.897920
1,24,10.247209
1,24,9.967286
1,24,10.292001
1,24,9.967938
1,24,9.958016
1,24,9.959727
1,24,9.966427
1,24,10.227202
1,24,9.967069
1,26,9.164689
1,26,9.745378
1,26,9.243650
1,26,9.593878
1,26,9.683238
1,26,9.252875
1,26,9.614291
1,26,9.496708
1,26,9.273907
1,26,9.262997
1,28,8.743781
1,28,8.645186
1,28,8.645688
1,28,9.045418
1,28,8.992188
1,28,8.642535
1,28,8.638679
1,28,8.734769
1,28,8.644252
1,28,8.668247
1,30,8.320244
1,30,8.124127
1,30,8.150214
1,30,8.263104
1,30,8.230322
1,30,8.148585
1,30,8.206062
1,30,8.477693
1,30,8.154702
1,30,8.118349
1,32,7.586544
1,32,7.693578
1,32,7.662440
1,32,7.651693
1,32,7.697740
1,32,7.655688
1,32,7.650496
1,32,7.899074
1,32,7.659555
1,32,7.650687
1,36,7.352711
1,36,6.924828
1,36,6.893379
1,36,6.887432
1,36,7.237537
1,36,6.893148
1,36,6.895114
1,36,7.166747
1,36,7.414089
1,36,6.928936
1,36,6.906783
1,36,7.368277
1,36,7.477637
1,36,6.931858
1,36,6.929911
1,40,6.799702
1,40,6.321155
1,40,6.287878
1,40,6.292952
1,40,6.676083
1,40,6.703494
1,40,6.277572
1,40,6.289783
1,40,6.273422
1,40,6.378246
1,40,6.287637
1,40,6.278381
1,40,6.278738
1,40,6.581468
1,40,6.278193
1,44,5.715516
1,44,5.813186
1,44,5.815928
1,44,5.824271
1,44,5.773184
1,44,5.802385
1,44,5.819946
1,44,5.790702
1,44,5.784766
1,44,5.811115
1,44,5.821718
1,44,5.783101
1,44,5.781325
1,44,6.038990
1,44,5.785688
1,48,5.287997
1,48,5.365594
1,48,5.501936
1,48,5.359705
1,48,5.368184
1,48,5.480713
1,48,5.461938
1,48,5.359981
1,48,5.362629
1,48,5.622507
1,48,5.365073
1,48,5.359544
1,48,5.358429
1,48,5.790775
1,48,5.360263
1,52,4.940775
1,52,5.007916
1,52,5.346698
1,52,4.999161
1,52,5.007071
1,52,5.357051
1,52,5.122260
1,52,5.017604
1,52,5.010385
1,52,5.378791
1,52,5.018043
1,52,5.010485
1,52,5.009396
1,52,5.000336
1,52,5.370547
1,56,4.811310
1,56,4.709090
1,56,4.704369
1,56,4.735449
1,56,4.852564
1,56,5.068199
1,56,4.705318
1,56,4.704343
1,56,4.704713
1,56,4.710016
1,56,4.835928
1,56,4.710970
1,56,4.718638
1,56,4.705859
1,56,4.711291
1,60,4.610616
1,60,4.448319
1,60,4.467218
1,60,4.468323
1,60,4.456249
1,60,4.601220
1,60,4.716846
1,60,4.782415
1,60,4.637312
1,60,4.691364
1,60,4.762795
1,60,4.475951
1,60,4.451438
1,60,4.456291
1,60,4.452197
1,64,4.162035
1,64,4.230671
1,64,4.237704
1,64,4.227244
1,64,4.230621
1,64,4.432217
1,64,4.394407
1,64,4.255785
1,64,4.223965
1,64,4.254691
1,64,4.233030
1,64,4.226567
1,64,4.225754
1,64,4.400084
1,64,4.388248
1,34,7.945524
1,34,7.325769
1,34,7.292308
1,34,7.302443
1,34,7.408219
1,34,7.297895
1,34,7.290007
1,34,7.295586
1,34,7.537954
1,34,7.450320
1,34,7.309439
1,34,7.314179
1,34,7.564382
1,34,7.302829
1,34,7.297255
1,38,6.811346
1,38,6.603459
1,38,6.601452
1,38,6.832660
1,38,6.788499
1,38,6.623496
1,38,6.637984
1,38,6.659241
1,38,6.622025
1,38,6.617547
1,38,6.898596
1,38,6.838018
1,38,6.649947
1,38,6.607173
1,38,6.930823
1,42,5.966014
1,42,6.046444
1,42,6.429240
1,42,6.047988
1,42,6.046189
1,42,6.041099
1,42,6.266953
1,42,6.059825
1,42,6.335887
1,42,6.058090
1,42,6.051835
