mpi_proc,omp_threads,time
2,1,200.642911
2,1,200.677501
2,1,200.739305
2,1,200.691390
2,1,201.465052
2,2,102.227518
2,2,102.331403
2,2,102.426156
2,2,102.268914
2,2,102.321851
2,3,68.761358
2,3,68.812631
2,3,68.865995
2,3,68.753056
2,3,68.794337
2,4,52.085507
2,4,52.134934
2,4,52.131047
2,4,52.093315
2,4,52.084116
2,5,42.106616
2,5,42.104659
2,5,42.142200
2,5,42.049680
2,5,42.113578
2,6,35.395291
2,6,35.444565
2,6,35.426378
2,6,35.476653
2,6,35.419831
2,7,30.687160
2,7,30.612042
2,7,30.629039
2,7,30.670746
2,7,30.840992
2,8,27.046315
2,8,26.937656
2,8,26.919526
2,8,26.869546
2,8,26.878281
2,10,21.340861
2,10,21.365929
2,10,21.355666
2,10,21.367505
2,10,21.367817
2,10,21.359989
2,10,21.368490
2,10,21.514967
2,10,21.372259
2,10,21.470879
2,12,18.184007
2,12,18.240310
2,12,18.076982
2,12,17.885158
2,12,17.872145
2,12,17.879552
2,12,17.878433
2,12,17.901725
2,12,17.887220
2,12,17.875384
2,14,15.375076
2,14,15.387091
2,14,15.375846
2,14,15.387340
2,14,15.388819
2,14,15.387082
2,14,15.388184
2,14,15.372918
2,14,15.387176
2,14,15.405308
2,16,13.527098
2,16,14.000896
2,16,13.677043
2,16,13.550446
2,16,13.957667
2,16,13.547815
2,16,13.990685
2,16,14.006062
2,16,13.552529
2,16,13.660260
2,18,12.039082
2,18,12.486119
2,18,12.062243
2,18,12.292597
2,18,12.067292
2,18,12.623407
2,18,12.064181
2,18,12.251255
2,18,12.548488
2,18,12.074540
2,20,11.023247
2,20,11.100146
2,20,10.904047
2,20,11.103259
2,20,11.221771
2,20,10.913386
2,20,11.198929
2,20,11.367185
2,20,10.909738
2,20,10.903171
2,22,10.205730
2,22,10.254648
2,22,9.956598
2,22,10.138391
2,22,9.969416
2,22,9.967288
2,22,10.277770
2,22,9.963088
2,22,10.069362
2,22,9.952491
2,24,9.118394
2,24,9.524871
2,24,9.162261
2,24,9.380271
2,24,9.248429
2,24,9.157754
2,24,9.401096
2,24,9.448432
2,24,9.173230
2,24,9.451500
2,26,8.454600
2,26,8.534982
2,26,8.505478
2,26,8.512853
2,26,8.501522
2,26,8.505985
2,26,8.660762
2,26,8.775926
2,26,8.510832
2,26,8.658020
2,28,8.080134
2,28,7.963165
2,28,8.200267
2,28,7.998502
2,28,8.147439
2,28,7.954721
2,28,7.917769
2,28,8.166111
2,28,7.925743
2,28,7.948027
2,30,7.607553
2,30,7.431784
