mpi_proc,omp_threads,time
2,1,90.251000
2,1,90.196947
2,1,90.104043
2,1,90.067247
2,1,90.086567
2,2,45.324063
2,2,45.272638
2,2,45.291436
2,2,45.377549
2,2,45.307614
2,3,30.308543
2,3,30.323302
2,3,30.332975
2,3,30.308077
2,3,30.324891
2,4,22.810219
2,4,22.588885
2,4,22.595662
2,4,22.581930
2,4,22.690528
2,5,18.158121
2,5,18.125685
2,5,18.143077
2,5,18.134648
2,5,18.144286
2,5,18.194431
2,5,18.191915
2,5,18.144401
2,5,18.121246
2,5,18.098424
2,6,15.112856
2,6,15.171542
2,6,15.144410
2,6,15.182161
2,6,15.141006
2,6,15.179561
2,6,15.151586
2,6,15.118764
2,6,15.154517
2,6,15.133550
2,7,12.976995
2,7,13.017408
2,7,13.002236
2,7,12.981184
2,7,13.040933
2,7,12.999654
2,7,13.032264
2,7,12.989876
2,7,12.988577
2,7,12.998472
2,8,11.384904
2,8,11.422738
2,8,11.412189
2,8,11.428326
2,8,11.404100
2,8,11.436077
2,8,11.427241
2,8,11.410785
2,8,11.410276
2,8,11.425043
2,9,10.143475
2,9,10.195836
2,9,10.197653
2,9,10.187232
2,9,10.198335
2,9,10.197205
2,9,10.149938
2,9,10.202766
2,9,10.195459
2,9,10.189926
2,10,9.169939
2,10,9.196645
2,10,9.168736
2,10,9.194888
2,10,9.194403
2,10,9.186412
2,10,9.170746
2,10,9.142486
2,10,9.190393
2,10,9.165324
2,11,8.340823
2,11,8.407499
2,11,8.346195
2,11,8.371918
2,11,8.347979
2,11,8.350038
2,11,8.446126
2,11,8.352613
2,11,8.390508
2,11,8.356778
2,12,7.670706
2,12,7.676332
2,12,7.768163
2,12,7.683198
2,12,7.688170
2,12,7.792126
2,12,7.674499
2,12,7.673934
2,12,7.682239
2,12,7.689893
