omp_threads,type,n,m,k,time,GFlops
12,float,17000,17000,17000,6.025270,1630.798379
12,float,17000,17000,17000,6.025167,1630.826180
12,float,17500,17500,17500,6.607592,1622.186906
12,float,17500,17500,17500,6.614294,1620.543444
12,float,17500,17500,17500,6.592193,1625.976441
12,float,17500,17500,17500,6.603387,1623.219955
12,float,17500,17500,17500,6.586530,1627.374376
12,float,17500,17500,17500,6.598630,1624.390235
12,float,17500,17500,17500,6.600087,1624.031515
12,float,18000,18000,18000,7.144943,1632.483356
12,float,18000,18000,18000,7.145801,1632.287342
12,float,18000,18000,18000,7.148739,1631.616430
12,float,18000,18000,18000,7.146989,1632.015964
12,float,18000,18000,18000,7.147636,1631.868320
12,float,18000,18000,18000,7.144027,1632.692649
12,float,18000,18000,18000,7.141513,1633.267325
12,float,18500,18500,18500,7.804151,1622.630029
12,float,18500,18500,18500,7.852008,1612.740303
12,float,18500,18500,18500,7.843625,1614.463972
12,float,18500,18500,18500,7.804978,1622.458229
12,float,18500,18500,18500,7.840684,1615.069631
12,float,18500,18500,18500,7.808998,1621.623003
12,float,18500,18500,18500,7.838568,1615.505558
12,float,19000,19000,19000,8.428133,1627.644064
12,float,19000,19000,19000,8.427808,1627.706803
12,float,19000,19000,19000,8.429296,1627.419424
12,float,19000,19000,19000,8.428111,1627.648278
12,float,19000,19000,19000,8.428176,1627.635674
12,float,19000,19000,19000,8.429312,1627.416344
12,float,19000,19000,19000,8.427410,1627.783532
12,float,19500,19500,19500,9.043590,1639.807934
12,float,19500,19500,19500,9.050525,1638.551382
12,float,19500,19500,19500,9.049010,1638.825774
12,float,19500,19500,19500,9.048790,1638.865476
12,float,19500,19500,19500,9.049347,1638.764724
12,float,19500,19500,19500,9.043062,1639.903596
12,float,19500,19500,19500,9.047730,1639.057498
12,float,20000,20000,20000,9.851797,1624.069179
12,float,20000,20000,20000,9.851540,1624.111576
12,float,20000,20000,20000,9.851687,1624.087261
12,float,20000,20000,20000,9.852116,1624.016554
12,float,20000,20000,20000,9.851309,1624.149615
12,float,20000,20000,20000,9.890705,1617.680410
12,float,20000,20000,20000,9.890650,1617.689411
