omp_threads,type,n,m,k,time,GFlops
12,float,15500,15500,15500,4.630932,1608.261527
12,float,15500,15500,15500,4.631207,1608.166065
12,float,15500,15500,15500,4.628788,1609.006506
12,float,15500,15500,15500,4.633443,1607.389900
12,float,15500,15500,15500,4.634879,1606.892086
12,float,15500,15500,15500,4.630006,1608.583349
12,float,16000,16000,16000,5.142363,1593.041943
12,float,16000,16000,16000,5.142386,1593.034716
12,float,16000,16000,16000,5.142956,1592.858253
12,float,16000,16000,16000,5.139029,1594.075564
12,float,16000,16000,16000,5.143576,1592.666413
12,float,16000,16000,16000,5.148558,1591.125057
12,float,16000,16000,16000,5.144397,1592.412244
12,float,16500,16500,16500,5.676071,1582.828948
12,float,16500,16500,16500,5.678926,1582.033156
12,float,16500,16500,16500,5.698064,1576.719748
12,float,16500,16500,16500,5.697756,1576.805051
12,float,16500,16500,16500,5.689431,1579.112331
12,float,16500,16500,16500,5.696675,1577.104151
12,float,16500,16500,16500,5.681343,1581.360358
12,float,17000,17000,17000,6.171872,1592.061439
12,float,17000,17000,17000,6.187731,1587.981121
12,float,17000,17000,17000,6.187460,1588.050592
12,float,17000,17000,17000,6.192004,1586.885401
12,float,17000,17000,17000,6.180817,1589.757409
12,float,17000,17000,17000,6.189030,1587.647905
12,float,17000,17000,17000,6.191392,1587.042049
12,float,17500,17500,17500,6.757898,1586.107087
12,float,17500,17500,17500,6.745918,1588.923841
12,float,17500,17500,17500,6.757644,1586.166706
12,float,17500,17500,17500,6.764736,1584.503885
12,float,17500,17500,17500,6.794909,1577.467748
12,float,17500,17500,17500,6.759604,1585.706761
12,float,17500,17500,17500,6.756049,1586.541087
12,float,18000,18000,18000,7.361240,1584.515601
12,float,18000,18000,18000,7.363853,1583.953449
12,float,18000,18000,18000,7.365839,1583.526337
12,float,18000,18000,18000,7.360329,1584.711850
12,float,18000,18000,18000,7.357227,1585.379929
12,float,18000,18000,18000,7.350572,1586.815315
12,float,18000,18000,18000,7.336159,1589.932759
12,float,18500,18500,18500,8.008680,1581.190735
12,float,18500,18500,18500,8.013334,1580.272371
12,float,18500,18500,18500,8.012468,1580.443176
12,float,18500,18500,18500,8.028336,1577.319461
12,float,18500,18500,18500,8.007877,1581.349217
12,float,18500,18500,18500,8.010841,1580.764068
12,float,18500,18500,18500,8.012630,1580.411176
12,float,19000,19000,19000,8.715361,1574.002575
12,float,19000,19000,19000,8.684704,1579.558700
12,float,19000,19000,19000,8.704762,1575.919092
12,float,19000,19000,19000,8.700773,1576.641595
12,float,19000,19000,19000,8.691555,1578.313682
12,float,19000,19000,19000,8.658091,1584.414019
12,float,19000,19000,19000,8.661957,1583.706688
12,float,19500,19500,19500,9.265329,1600.563710
12,float,19500,19500,19500,9.290457,1596.234776
12,float,19500,19500,19500,9.272772,1599.279108
12,float,19500,19500,19500,9.286616,1596.894952
12,float,19500,19500,19500,9.281736,1597.734530
12,float,19500,19500,19500,9.284672,1597.229325
12,float,19500,19500,19500,9.285541,1597.079800
12,float,20000,20000,20000,10.171530,1573.018093
12,float,20000,20000,20000,10.171573,1573.011348
12,float,20000,20000,20000,10.174125,1572.616743
12,float,20000,20000,20000,10.168300,1573.517624
12,float,20000,20000,20000,10.169321,1573.359777
12,float,20000,20000,20000,10.164941,1574.037680
12,float,20000,20000,20000,10.162801,1574.369049
